,State,School,Abbreviation,Type,Email,Size,Website,Address,Notes
5162,CO,Colorado State University-Fort Collins,CSUC,Community,,33426,"=HYPERLINK(""https://www.colostate.edu"",""LINK"")","102 Administration Building, Fort Collins, CO 80523",
5163,PA,Platt College-Mccann-Lewisburg,PC,Public,,233,"=HYPERLINK(""https://www.mccann.edu"",""LINK"")","7495 Westbranch Hwy, Lewisburg, PA 17837",
5164,VA,Fairfax University Of America,FUA,Private,,153,"=HYPERLINK(""https://www.viu.edu"",""LINK"")","4401 Village Drive, Fairfax, VA 22030",
5165,FL,Med Academy,MA,Public,,65,"=HYPERLINK(""https://www.medacademy.edu"",""LINK"")","3418 West 84Th Street, Suite 106, Hialeah, FL 33018",
5166,OR,Christian Culinary Academy,CCA,Private,,16,"=HYPERLINK(""https://www.christianchefs.org/school"",""LINK"")","289 N Spruce St #1484, Cannon Beach, OR 97110",
5167,WI,House Of Heavilin Beauty College-Academy Of Beauty Professionals,HHBCBP,Public,,43,"=HYPERLINK(""https://www.abpwi.com"",""LINK"")","525 Westhill Boulevard, Appleton, WI 54914",
5168,CA,Chamberlain University-California,CU,Public,,255,"=HYPERLINK(""https://www.chamberlain.edu/"",""LINK"")","10971 Sun Center, Rancho Cordova, CA 95670",
5169,IL,Institute For Clinical Social Work,IFCSW,Private,,125,"=HYPERLINK(""https://www.icsw.edu"",""LINK"")","401 South State Street, Suite 822, Chicago, IL 60605",
5170,MD,University System Of Maryland,USM,Community,,N/A,"=HYPERLINK(""https://www.usmd.edu"",""LINK"")","701 E. Pratt St., Baltimore, MD 21201",
5171,MD,Chesapeake College,CC,Community,,2184,"=HYPERLINK(""https://www.chesapeake.edu"",""LINK"")","1000 College Circle, Wye Mills, MD 21679",
5172,MT,Academy Of Cosmetology,AC,Public,,39,"=HYPERLINK(""https://www.academycosmetology.com"",""LINK"")","133 W Mendenhall, Bozeman, MT 59715",
5173,PA,Widener University,WU,Private,,6496,"=HYPERLINK(""https://www.widener.edu"",""LINK"")","One University Place, Chester, PA 19013",
5174,KY,University Of The Cumberlands,UC,Private,,16966,"=HYPERLINK(""https://www.ucumberlands.edu"",""LINK"")","6191 College Station Drive, Williamsburg, KY 40769",
5175,ND,North Dakota State University-Main Campus,NDSUC,Community,,13173,"=HYPERLINK(""https://www.ndsu.edu"",""LINK"")","1301 12Th Avenue North, Fargo, ND 58108",
5176,OR,University Of Oregon,UO,Community,,22517,"=HYPERLINK(""https://www.uoregon.edu"",""LINK"")","110 Johnson Hall, Eugene, OR 97403",
5177,RI,University Of Rhode Island,URI,Community,,17465,"=HYPERLINK(""https://www.web.uri.edu/"",""LINK"")","Green Hall, 35 Campus Avenue, Kingston, RI 2881",
5178,WI,University Of Wisconsin-Oshkosh,UW,Community,,15521,"=HYPERLINK(""https://www.uwosh.edu"",""LINK"")","800 Algoma Blvd, Oshkosh, WI 54901",
5179,VA,Staunton School Of Cosmetology,SSC,Public,,26,"=HYPERLINK(""https://www.hairstylingschool.com"",""LINK"")","128 E Beverly Street, Staunton, VA 24401",
5180,NY,Gemological Institute Of America-New York,GIAY,Private,,127,"=HYPERLINK(""https://www.gia.edu/gem-education"",""LINK"")","50 West 47Th Street, 8Th Floor, New York, NY 10036",
5181,NE,Union College,UC,Private,,770,"=HYPERLINK(""https://www.ucollege.edu"",""LINK"")","3800 S 48Th Street, Lincoln, NE 68506",
5182,OH,The Modern College Of Design,MCD,Public,,211,"=HYPERLINK(""https://www.saa.edu"",""LINK"")","1725 E David Rd, Kettering, OH 45440",
5183,WV,West Virginia Junior College-Charleston,WVJC,Public,,179,"=HYPERLINK(""https://www.wvjc.edu"",""LINK"")","1000 Virginia St E, Charleston, WV 25301",
5184,MO,Westminster College,WC,Private,,655,"=HYPERLINK(""https://www.wcmo.edu"",""LINK"")","501 Westminster Ave, Fulton, MO 65251",
5185,NH,Upper Valley Educators Institute,UVEI,Private,,23,"=HYPERLINK(""https://www.uvei.edu"",""LINK"")","194 Dartmouth College Highway, Lebanon, NH 3766",
5186,NY,Tompkins Cortland Community College,TCCC,Community,,2203,"=HYPERLINK(""https://www.tompkinscortland.edu"",""LINK"")","170 North St, Dryden, NY 13053",
5187,OH,Trinity Health System School Of Nursing,THSSN,Private,,64,"=HYPERLINK(""https://www.trinityson.com"",""LINK"")","4000 Sunset Boulevard Suite 2631, Steubenville, OH 43952",
5188,GA,Thomas University,TU,Private,,1528,"=HYPERLINK(""https://www.thomasu.edu"",""LINK"")","1501 Millpond Rd, Thomasville, GA 31792",
5189,LA,Vanguard College Of Cosmetology-Baton Rouge,VCCR,Public,,137,"=HYPERLINK(""https://www.paulmitchell.edu/batonrouge"",""LINK"")","12158 Coursey Blvd, Baton Rouge, LA 70816",
5190,NY,Albany Medical College,AMC,Private,,828,"=HYPERLINK(""https://www.amc.edu"",""LINK"")","47 New Scotland Ave, Albany, NY 12208",
5191,NY,University Of Rochester,UR,Private,,12233,"=HYPERLINK(""https://www.rochester.edu"",""LINK"")","Wilson Blvd. - Wallis Hall, Rochester, NY 14627",
5192,NY,Russell Sage College,RSC,Private,,2448,"=HYPERLINK(""https://www.sage.edu"",""LINK"")","65 1St Street, Troy, NY 12180",
5193,MS,Academy Of Hair Design-Jackson,AHD,Public,,62,"=HYPERLINK(""https://www.academyofhair.com"",""LINK"")","5420 I-55 Frontage Rd N, Jackson, MS 39211",
5194,FL,The Salon Professional Academy-Ft Myers,SPAM,Public,,59,"=HYPERLINK(""https://www.thesalonprofessionalacademyftmyers.com"",""LINK"")","1388 Colonial Blvd, Fort Myers, FL 33907",
5195,CA,Unitek College,UC,Public,,2147,"=HYPERLINK(""https://www.unitekcollege.edu/"",""LINK"")","4670 Auto Mall Pkwy, Fremont, CA 94538",
5196,WI,Advanced College Of Cosmetology,ACC,Public,,25,"=HYPERLINK(""https://www.accsuccess.com"",""LINK"")","25 West Main Street, Waupun, WI 53963",
5197,WY,Central Wyoming College,CWC,Community,,1946,"=HYPERLINK(""https://www.cwc.edu/"",""LINK"")","2660 Peck Avenue, Riverton, WY 82501",
5198,CT,Cortiva Institute-Cromwell,CI,Public,,124,"=HYPERLINK(""https://www.ccmt.edu/programs.html"",""LINK"")","45 Shunpike Road, Suite 10, Cromwell, CT 6416",
5199,CA,Universal Technical Institute Of Northern California Inc,UTINCI,Public,,1289,"=HYPERLINK(""https://www.uti.edu/"",""LINK"")","4100 Duckhorn Drive, Sacramento, CA 95834",
5200,FL,University Of Central Florida,UCF,Community,,69402,"=HYPERLINK(""https://www.ucf.edu/"",""LINK"")","4000 Central Florida Blvd, Orlando, FL 32816",
5201,KS,Colby Community College,CCC,Community,,1410,"=HYPERLINK(""https://www.colbycc.edu"",""LINK"")","1255 S Range, Colby, KS 67701",
5202,HI,Pacific Rim Christian University,PRCU,Private,,145,"=HYPERLINK(""https://www.pacrim.edu"",""LINK"")","2223 Hoonee Pl., Honolulu, HI 96819",
5203,IL,Paul Mitchell The School-Normal,PMS,Public,,101,"=HYPERLINK(""https://www.paulmitchell.edu/normal/"",""LINK"")","1503 E College Ave Ste L, Normal, IL 61761",
5204,MN,Avalon School Of Cosmetology,ASC,Public,,19,"=HYPERLINK(""https://www.avaloncosmetologyschool.com"",""LINK"")","1428 N Mcmillan St, Worthington, MN 56187",
5205,CA,West Coast University-Ontario,WCU,Public,,2058,"=HYPERLINK(""https://www.westcoastuniversity.edu/"",""LINK"")","2855 E. Guasti Rd, Ontario, CA 91761",
5206,CA,Gurnick Academy Of Medical Arts,GAMA,Public,,2042,"=HYPERLINK(""https://www.gurnick.edu"",""LINK"")","2121 S El Camino Real Bldg C 200, San Mateo, CA 94403",
5207,DC,Strayer University-Global Region,SUR,Public,,11608,"=HYPERLINK(""https://www.strayer.edu"",""LINK"")","1133 15Th St Nw, Suite 200, Washington, DC 20005",
5208,FL,Remington College-Heathrow Campus,RCC,Private,,367,"=HYPERLINK(""https://www.remingtoncollege.edu/"",""LINK"")","7131 Business Park Lane Ste. 300, Lake Mary, FL 32746",
5209,AL,Jefferson State Community College,JSCC,Community,,8711,"=HYPERLINK(""https://www.jeffersonstate.edu/"",""LINK"")","2601 Carson Rd, Birmingham, AL 35215",
5210,FL,Futura Career Institute,FCI,Public,,160,"=HYPERLINK(""https://www.futuracareerinstitute.net"",""LINK"")","4512 West 12Th Avenue, Hialeah, FL 33012",
5211,UT,The Barber School,BS,Public,,158,"=HYPERLINK(""https://www.thebarberschool.com"",""LINK"")","16 West 7200 South, Midvale, UT 84047",
5212,LA,Healthcare Training Institute,HTI,Public,,80,"=HYPERLINK(""https://www.healthcaretraininginstitutenola.net"",""LINK"")","322 Williams Boulevard, Kenner, LA 70062",
5213,FL,Interamerican Technical Institute,ITI,Public,,77,"=HYPERLINK(""https://www.itischool.com"",""LINK"")","9600 Southwest 8Th Street, Suite 42, Miami, FL 33174",
5214,PA,Lebanon County Area Vocational Technical School,LCAVTS,Community,,191,"=HYPERLINK(""https://www.lcctc.edu"",""LINK"")","833 Metro Dr, Lebanon, PA 17042",
5215,TX,Barber Institute Of Texas,BIT,Public,,6,"=HYPERLINK(""https://www.bit.edu"",""LINK"")","2430 South High Street Ste B4, Longview, TX 75602",
5216,TX,Preparing People Barber Styling College,PPBSC,Public,,N/A,"=HYPERLINK(""https://www.preparingpeoplebsc.com"",""LINK"")","3125 Martin Luther King Jr Blvd, Dallas, TX 75215",
5217,GA,University Of Phoenix-Georgia,UP,Public,,54,"=HYPERLINK(""https://www.phoenix.edu"",""LINK"")","859 Mount Vernon Highway, Atlanta, GA 30328",
5218,LA,University Of Phoenix-Louisiana,UP,Public,,N/A,"=HYPERLINK(""https://www.phoenix.edu"",""LINK"")","2431 S Acadian Thruway, Baton Rouge, LA 70808",
5219,WV,Bridgevalley Community & Technical College,BCTC,Community,,1776,"=HYPERLINK(""https://www.bridgevalley.edu/"",""LINK"")","2001 Union Carbide Dr, South Charleston, WV 25136",
5220,NV,Arizona College-Las Vegas,ACV,Public,,597,"=HYPERLINK(""https://www.arizonacollege.edu"",""LINK"")","2320 South Rancho Drive, Las Vegas, NV 89102",
5221,NY,Eastern Suffolk Boces,ESB,Community,,37,"=HYPERLINK(""https://www.esboces.org"",""LINK"")","375 Locust Avenue, Oakdale, NY 11769",
5222,KY,American College Of Barbering,ACB,Public,,97,"=HYPERLINK(""https://www.americancollegeofbarbering.com"",""LINK"")","11320 North Preston Highway, Louisville, KY 40229",
5223,MI,Delta College,DC,Community,,7819,"=HYPERLINK(""https://www.delta.edu"",""LINK"")","1961 Delta Road, University Center, MI 48710",
5224,NC,Southwestern Community College,SCC,Community,,2324,"=HYPERLINK(""https://www.southwesterncc.edu"",""LINK"")","447 College Drive, Sylva, NC 28779",
5225,NC,Tri-County Community College,TCC,Community,,1083,"=HYPERLINK(""https://www.tricountycc.edu"",""LINK"")","21 Campus Circle, Murphy, NC 28906",
5226,TX,Mediatech Institute-Dallas,MI,Public,,223,"=HYPERLINK(""https://www.mediatech.edu"",""LINK"")","13300 Branch View Lane, Dallas, TX 75234",
5227,NE,Nebraska College Of Technical Agriculture,NCTA,Community,,331,"=HYPERLINK(""https://www.ncta.unl.edu"",""LINK"")","404 East 7Th, Curtis, NE 69025",
5228,WA,Gary Manuel Aveda Institute,GMAI,Public,,83,"=HYPERLINK(""https://www.gmaveda.com"",""LINK"")","1514 10Th Ave, Seattle, WA 98122",
5229,NJ,Empire Beauty School-Paramus,EBS,Public,,56,"=HYPERLINK(""https://www.empire.edu"",""LINK"")","332 Rt 4 E, Paramus, NJ 7652",
5230,GA,Empire Beauty School-Morrow,EBS,Public,,217,"=HYPERLINK(""https://www.empire.edu/"",""LINK"")","1958 Mt Zion Rd, Ste 205, Morrow, GA 30260",
5231,AR,Strayer University-Arkansas,SU,Public,,496,"=HYPERLINK(""https://www.strayer.edu/arkansas/little-rock"",""LINK"")","10825 Financial Centre Pkwy Ste 400, Little Rock, AR 72211",
5232,ID,Stevens-Henager College,SC,Private,,180,"=HYPERLINK(""https://www.stevenshenager.edu/"",""LINK"")","1444 Entertainment Avenue, Boise, ID 83709",
5233,MO,Evolve Beauty Academy,EBA,Public,,24,"=HYPERLINK(""https://www.cosmetologycollegefranklincounty.com/"",""LINK"")","2 Wainwright St -100, Washing, MO 63090",
5234,IL,Tricoci University Of Beauty Culture-Glendale Heights,TUBCH,Public,,99,"=HYPERLINK(""https://www.tricociuniversity.edu"",""LINK"")","530 E North Ave, Glendale Heights, IL 60139",
5235,CA,Crafton Hills College,CHC,Community,,6749,"=HYPERLINK(""https://www.craftonhills.edu"",""LINK"")","11711 Sand Canyon Road, Yucaipa, CA 92339",
5236,CA,Lu Ross Academy,LRA,Public,,215,"=HYPERLINK(""https://www.lurossacademy.com/"",""LINK"")","470 East Thompson Blvd, Ventura, CA 93001",
5237,IL,Northern Baptist Theological Seminary,NBTS,Private,,265,"=HYPERLINK(""https://www.seminary.edu"",""LINK"")","410 Warrenville Road, Suite 300, Lisle, IL 60532",
5238,IN,Ross Medical Education Center-Fort Wayne,RMECW,Public,,120,"=HYPERLINK(""https://www.rosseducation.edu"",""LINK"")","4122 Lima Road, Unit A5, Fort Wayne, IN 46805",
5239,CT,Bristol Technical Education Center,BTEC,Community,,76,"=HYPERLINK(""https://www.cttech.org/bristol/index.htm"",""LINK"")","431 Minor Street, Bristol, CT 6010",
5240,IN,Trine University,TU,Private,,3970,"=HYPERLINK(""https://www.trine.edu"",""LINK"")","1 University Ave, Angola, IN 46703",
5241,PA,Cheyney University Of Pennsylvania,CUP,Community,,616,"=HYPERLINK(""https://www.cheyney.edu"",""LINK"")","1837 University Circle, Cheyney, PA 19319",
5242,FL,Keiser University-Ft Lauderdale,KUL,Private,,19567,"=HYPERLINK(""https://www.keiseruniversity.edu"",""LINK"")","1500 Nw 49Th St., Fort Lauderdale, FL 33309",
5243,KY,Southeast Kentucky Community And Technical College,SKCTC,Community,,3503,"=HYPERLINK(""https://www.southeast.kctcs.edu"",""LINK"")","700 College Rd, Cumberland, KY 40823",
5244,OH,Career And Technology Education Centers Of Licking County,CTECLC,Community,,323,"=HYPERLINK(""https://www.c-tec.edu/cms/One.aspx?portalId=76736&pageId=77833"",""LINK"")","150 Price Rd, Newark, OH 43055",
5245,AZ,Paradise Valley Community College,PVCC,Community,,7900,"=HYPERLINK(""https://www.pvc.maricopa.edu"",""LINK"")","18401 N 32Nd St, Phoenix, AZ 85032",
5246,CA,Modern Technology School,MTS,Public,,95,"=HYPERLINK(""https://www.mtschool.edu"",""LINK"")","16560 Harbor Blvd., Suite K, Fountain Valley, CA 92708",
5247,CA,San Francisco State University,SFSU,Community,,29032,"=HYPERLINK(""https://www.sfsu.edu"",""LINK"")","1600 Holloway Ave, San Francisco, CA 94132",
5248,AZ,Central Arizona College,CAC,Community,,4793,"=HYPERLINK(""https://www.centralaz.edu"",""LINK"")","8470 N Overfield Rd, Coolidge, AZ 85128",
5249,KS,Baker University,BU,Private,,2595,"=HYPERLINK(""https://www.bakeru.edu"",""LINK"")","618 Eighth Street, Baldwin City, KS 66006",
5250,KS,Dodge City Community College,DCCC,Community,,1513,"=HYPERLINK(""https://www.dc3.edu"",""LINK"")","2501 N 14Th Ave, Dodge City, KS 67801",
5251,GA,Athens Technical College,ATC,Community,,4756,"=HYPERLINK(""https://www.athenstech.edu/"",""LINK"")","800 U.S. Hwy 29 North, Athens, GA 30601",
5252,SD,Western Dakota Technical Institute,WDTI,Community,,1214,"=HYPERLINK(""https://www.wdt.edu"",""LINK"")","800 Mickelson Dr, Rapid City, SD 57703",
5253,TN,Austin Peay State University,APSU,Community,,11048,"=HYPERLINK(""https://www.apsu.edu"",""LINK"")","601 College St, Clarksville, TN 37044",
5254,TX,The University Of Texas Rio Grande Valley,UTRGV,Community,,29113,"=HYPERLINK(""https://www.utrgv.edu"",""LINK"")","1201 W University Dr, Edinburg, TX 78539",
5255,TX,Mclennan Community College,MCC,Community,,8705,"=HYPERLINK(""https://www.mclennan.edu"",""LINK"")","1400 College Dr, Waco, TX 76708",
5256,IN,Purdue University Fort Wayne,PUFW,Community,,10208,"=HYPERLINK(""https://www.pfw.edu"",""LINK"")","2101 E Coliseum Blvd, Fort Wayne, IN 46805",
5257,MI,Western Michigan University,WMU,Community,,21470,"=HYPERLINK(""https://www.wmich.edu/"",""LINK"")","1903 W Michigan Ave, Kalamazoo, MI 49008",
5258,TN,Tennessee College Of Applied Technology-Elizabethton,TCAT,Community,,439,"=HYPERLINK(""https://www.tcatelizabethton.edu"",""LINK"")","426 Highway 91, Elizabethton, TN 37643",
5259,TX,International Business College-El Paso,IBCP,Public,,N/A,"=HYPERLINK(""https://www.ibcelpaso.edu"",""LINK"")","1155 N Zaragosa Rd Suite 100, El Paso, TX 79907",
5260,PA,Allegheny College,AC,Private,,1775,"=HYPERLINK(""https://www.allegheny.edu"",""LINK"")","520 N Main St, Meadville, PA 16335",
5261,IL,Pivot Point Academy,PPA,Public,,79,"=HYPERLINK(""https://www.pivotpoint.edu"",""LINK"")","144 East Lake Street, Suite C, Bloomingdale, IL 60108",
5262,SC,Piedmont Technical College,PTC,Community,,4747,"=HYPERLINK(""https://www.ptc.edu"",""LINK"")","620 North Emerald Road, Greenwood, SC 29646",
5263,TN,Lincoln Memorial University,LMU,Private,,4867,"=HYPERLINK(""https://www.lmunet.edu"",""LINK"")","6965 Cumberland Gap Pkwy, Harrogate, TN 37752",
5264,OK,Platt College-Moore,PC,Public,,273,"=HYPERLINK(""https://www.plattcolleges.edu"",""LINK"")","201 N. Eastern, Moore, OK 73160",
5265,TX,Texas Health School,THS,Public,,119,"=HYPERLINK(""https://www.ths.edu"",""LINK"")","11211 Katy Fwy Ste 170, Houston, TX 77079",
5266,SC,Charleston School Of Law,CSL,Public,,612,"=HYPERLINK(""https://www.charlestonlaw.edu/"",""LINK"")","81 Mary Street, Charleston, SC 29403",
5267,AZ,Empire Beauty School-Chandler,EBS,Public,,59,"=HYPERLINK(""https://www.empire.edu"",""LINK"")","2978 N Alma School Rd #1-3, Chandler, AZ 85224",
5268,GA,Berry College,BC,Private,,2034,"=HYPERLINK(""https://www.berry.edu"",""LINK"")","2277 Martha Berry Hwy Nw, Mount Berry, GA 30149",
5269,IL,Southeastern Illinois College,SIC,Community,,1732,"=HYPERLINK(""https://www.sic.edu"",""LINK"")","3575 College Road, Harrisburg, IL 62946",
5270,PA,Villanova University,VU,Private,,10848,"=HYPERLINK(""https://www.villanova.edu"",""LINK"")","800 Lancaster Avenue, Villanova, PA 19085",
5271,KY,Campbellsville University,CU,Private,,12381,"=HYPERLINK(""https://www.campbellsville.edu"",""LINK"")","1 University Dr, Campbellsville, KY 42718",
5272,GA,Atlanta'S John Marshall Law School,AJMLS,Public,,279,"=HYPERLINK(""https://www.johnmarshall.edu"",""LINK"")","1422 West Peachtree Street Nw, Atlanta, GA 30309",
5273,MD,College Of Southern Maryland,CSM,Community,,6351,"=HYPERLINK(""https://www.csmd.edu/"",""LINK"")","8730 Mitchell Rd, La Plata, MD 20646",
5274,MO,Hillyard Technical Center,HTC,Community,,70,"=HYPERLINK(""https://www.hillyardtech.com"",""LINK"")","3434 Faraon Street, Saint Joseph, MO 64506",
5275,NJ,Harris School Of Business-Cherry Hill Campus,HSBHC,Public,,138,"=HYPERLINK(""https://www.harrisschool.edu"",""LINK"")","One Cherry Hill, One Mall Drive Ste.700, Cherry Hill, NJ 8002",
5276,WI,Ottawa University-Milwaukee,OU,Private,,236,"=HYPERLINK(""https://www.ottawa.edu"",""LINK"")","245 South Executive Drive, Suite 110, Brookfield, WI 53005",
5277,VA,Chester Career College,CCC,Public,,218,"=HYPERLINK(""https://www.chestercareercollege.edu/"",""LINK"")","751 West Hundred Road, Chester, VA 23836",
5278,SC,Trident Technical College,TTC,Community,,12351,"=HYPERLINK(""https://www.tridenttech.edu"",""LINK"")","7000 Rivers Avenue, Charleston, SC 29423",
5279,OR,Oregon College Of Art And Craft,OCAC,Private,,N/A,"=HYPERLINK(""https://www.ocac.edu"",""LINK"")","8245 Sw Barnes Rd, Portland, OR 97225",
5280,NM,Luna Community College,LCC,Community,,1043,"=HYPERLINK(""https://www.luna.edu"",""LINK"")","336 Luna Drive, Las Vegas, NM 87701",
5281,NY,Suffolk County Community College,SCCC,Community,,25230,"=HYPERLINK(""https://www.www3.sunysuffolk.edu"",""LINK"")","533 College Rd, Selden, NY 11784",
5282,NY,Cuny Brooklyn College,CBC,Community,,17811,"=HYPERLINK(""https://www.brooklyn.cuny.edu"",""LINK"")","2900 Bedford Ave, Brooklyn, NY 11210",
5283,NE,Little Priest Tribal College,LPTC,Community,,133,"=HYPERLINK(""https://www.littlepriest.edu"",""LINK"")","601 E. College Drive, Winnebago, NE 68071",
5284,PR,Modern Hairstyling Institute-Carolina,MHI,Public,,187,"=HYPERLINK(""https://www.modern.edu"",""LINK"")","Carretera 887 Km 0.9 Barrio Martin Gonzalez Victoria Park, Carolina, PR 985",
5285,PR,Colegio Educativo Tecnologico Industrial Inc,CETII,Private,,98,"=HYPERLINK(""https://www.ceticollege.com"",""LINK"")","#68 Calle Puro Girau, Arecibo, PR 612",
5286,FL,Pensacola School Of Massage Therapy & Health Careers,PSMTHC,Public,,103,"=HYPERLINK(""https://www.psmthc.com"",""LINK"")","2409 Creighton Rd, Pensacola, FL 32504",
5287,IL,Mccormick Theological Seminary,MTS,Private,,215,"=HYPERLINK(""https://www.mccormick.edu"",""LINK"")","5460 S. University, Chicago, IL 60615",
5288,IL,Meadville Lombard Theological School,MLTS,Private,,74,"=HYPERLINK(""https://www.meadville.edu"",""LINK"")","610 S. Michigan Avenue, Chicago, IL 60605",
